policy_number,policy_deductible,policy_annual_premium,umbrella_limit,insured_age,incident_hour_of_the_day,collision_type,number_of_vehicles,total_claim_amount,fraud_reported
POL13703,2000,2344,50000,31,23,Rear-End,5,16194,No
POL26224,1000,2592,100000,39,9,Front Collision,1,3696,No
POL54255,500,2818,50000,49,15,Hit & Run,4,15193,Yes
POL41941,500,1524,100000,42,15,Side Impact,2,17866,No
POL49040,1000,2468,150000,78,4,Front Collision,4,10315,No
POL80359,2000,2432,150000,84,9,Rear-End,3,5676,No
POL70362,1000,1832,150000,33,15,Rollover,2,11970,No
POL74491,500,531,100000,57,2,Rollover,1,19653,Yes
POL28973,1000,1329,50000,29,16,Rollover,5,7877,No
POL95443,2000,1007,150000,34,21,Rollover,3,2601,No
POL57527,1000,2648,150000,32,9,Front Collision,2,6408,No
POL54190,2000,576,150000,51,7,Rollover,4,19332,No
POL12134,2000,1273,150000,29,15,Rollover,1,10992,No
POL85042,500,1055,100000,57,17,Front Collision,3,17809,No
POL46481,2000,2353,50000,24,1,Hit & Run,4,2714,Yes
POL86783,2000,2625,100000,40,12,Rear-End,4,16726,No
POL28439,500,1821,150000,27,14,Rollover,2,16820,No
POL44666,2000,1963,150000,76,13,Rear-End,3,6459,No
POL69997,1000,1856,50000,43,10,Rollover,1,5045,No
POL28088,1000,1834,100000,18,14,Hit & Run,4,8953,No
POL57925,2000,2909,50000,34,5,Front Collision,3,8284,No
POL52937,1000,2167,100000,55,14,Rear-End,4,12917,No
POL98200,1000,1513,100000,32,1,Side Impact,5,16135,No
POL78076,2000,506,100000,45,8,Rear-End,4,12460,No
POL63413,500,811,150000,62,22,Rear-End,4,19242,No
POL54803,500,1790,50000,54,1,Hit & Run,2,10141,Yes
POL85079,2000,2325,50000,63,6,Rollover,3,7698,No
POL39259,500,1267,50000,61,6,Hit & Run,3,14734,No
POL82748,500,2045,100000,83,15,Hit & Run,4,2966,Yes
POL32709,500,2396,50000,28,21,Rear-End,3,15514,No
POL42404,1000,2801,50000,47,16,Side Impact,3,7160,No
POL14791,1000,1600,150000,63,20,Front Collision,2,9452,No
POL73037,500,1403,100000,68,8,Hit & Run,3,15886,Yes
POL72208,2000,2456,150000,76,1,Rollover,4,3476,No
POL14312,1000,1180,150000,51,8,Hit & Run,5,10376,No
POL58964,1000,1486,100000,60,17,Rear-End,3,17457,No
POL17577,1000,1645,50000,22,3,Side Impact,5,17702,No
POL92964,2000,2171,100000,32,0,Rear-End,4,13348,No
POL10861,2000,2615,100000,36,23,Side Impact,3,15440,Yes
POL20893,500,964,50000,42,11,Rear-End,4,18394,No
POL25410,500,1935,150000,38,18,Side Impact,4,11908,No
POL74549,1000,1645,50000,49,17,Rear-End,3,9215,No
POL73163,1000,1430,50000,71,12,Rollover,5,4233,No
POL56009,2000,1953,50000,32,23,Side Impact,5,2396,No
POL26268,1000,1870,50000,32,18,Rear-End,5,18129,No
POL69498,2000,2197,100000,51,6,Rear-End,3,17329,No
POL20233,500,1084,50000,67,1,Hit & Run,3,9789,Yes
POL58108,500,1880,50000,77,17,Side Impact,1,5108,No
POL57488,1000,2974,150000,53,1,Hit & Run,3,14215,Yes
POL42771,2000,766,100000,66,8,Hit & Run,2,5002,Yes
POL39692,1000,2967,150000,62,14,Side Impact,1,6076,No
POL80940,500,1822,150000,52,7,Rear-End,3,13712,No
POL88745,1000,1719,50000,43,10,Side Impact,2,6627,No
POL72984,1000,2830,150000,52,16,Rear-End,4,11209,No
POL54871,500,2537,150000,24,9,Rear-End,2,10265,No
POL19133,500,659,50000,62,14,Hit & Run,4,19997,Yes
POL64705,500,2216,150000,37,2,Front Collision,2,14235,No
POL94912,2000,914,50000,27,1,Rollover,5,4806,No
POL23478,2000,1012,50000,77,7,Side Impact,1,13259,No
POL75452,1000,628,50000,59,20,Front Collision,3,2073,No
POL92401,500,896,150000,51,9,Front Collision,5,12898,No
POL87759,1000,2289,100000,30,17,Hit & Run,4,1229,Yes
POL20943,500,1874,100000,51,4,Front Collision,1,3690,No
POL23816,1000,2311,150000,43,16,Rollover,4,17262,No
POL51381,1000,1497,50000,65,1,Hit & Run,2,18074,Yes
POL65169,500,930,50000,57,0,Front Collision,1,5754,No
POL79731,2000,1854,100000,48,11,Rollover,1,10249,No
POL20080,2000,2658,50000,66,16,Rollover,1,13536,No
POL51466,2000,2922,150000,27,11,Front Collision,2,4208,No
POL55969,2000,1639,150000,75,16,Side Impact,5,5091,No
POL86657,2000,1253,100000,21,10,Front Collision,3,13980,No
POL40732,2000,1438,100000,73,18,Rear-End,1,17848,No
POL26601,2000,1065,100000,22,23,Rear-End,2,12064,No
POL49340,1000,1073,150000,43,5,Side Impact,1,10416,No
POL22634,1000,1692,150000,44,1,Rollover,3,19658,No
POL95414,1000,1012,100000,58,13,Side Impact,5,10061,No
POL12662,500,2092,150000,48,18,Hit & Run,1,1426,No
POL78250,1000,2064,100000,65,21,Rear-End,3,6082,No
POL64274,1000,822,100000,61,5,Hit & Run,4,7724,No
POL63150,500,2050,150000,77,19,Rollover,2,1757,No
POL46438,500,1890,50000,35,17,Front Collision,2,11171,Yes
POL84213,1000,2496,150000,85,12,Hit & Run,2,4641,No
POL64668,2000,1718,100000,80,1,Rear-End,3,3312,Yes
POL10152,2000,1414,100000,24,18,Front Collision,5,4223,No
POL56017,2000,581,50000,52,9,Hit & Run,1,7361,No
POL15278,500,1582,150000,34,15,Front Collision,3,1698,No
POL30868,2000,1752,50000,43,19,Front Collision,4,15430,No
POL49312,1000,1378,150000,31,21,Front Collision,1,3345,No
POL27204,1000,2156,50000,18,20,Rollover,1,13672,No
POL51324,2000,2450,150000,82,22,Hit & Run,2,9440,No
POL64322,1000,581,100000,46,22,Rear-End,1,6963,No
POL77670,500,1381,100000,44,12,Side Impact,4,16859,No
POL55388,1000,1977,150000,44,9,Rollover,2,15889,No
POL94194,1000,1715,100000,25,6,Rear-End,4,19160,No
POL78052,500,2393,150000,72,13,Rear-End,4,4175,No
POL86023,500,1563,50000,66,8,Rear-End,5,3437,No
POL48911,1000,2691,50000,21,18,Rollover,4,6347,No
POL66712,2000,923,50000,66,6,Rear-End,4,14093,No
POL16117,1000,2236,50000,26,10,Side Impact,3,13116,No
POL17814,2000,2769,150000,63,3,Side Impact,2,6773,No
POL69985,2000,1431,50000,23,6,Rollover,4,15840,No
POL31135,2000,1274,100000,22,7,Hit & Run,1,8358,Yes
POL53557,2000,1676,50000,43,12,Side Impact,1,9443,No
POL90801,500,1493,100000,35,15,Hit & Run,1,15706,Yes
POL91704,500,2954,100000,18,3,Rollover,3,16638,Yes
POL35859,2000,1961,50000,32,4,Side Impact,1,3339,No
POL64879,1000,2983,100000,38,8,Side Impact,3,1568,No
POL64460,500,1432,50000,58,11,Rollover,5,1364,No
POL46800,1000,687,50000,82,18,Hit & Run,5,6552,Yes
POL49100,2000,2900,100000,23,13,Hit & Run,5,16104,Yes
POL25029,1000,2149,150000,37,7,Side Impact,1,17318,No
POL27781,500,1770,100000,34,21,Side Impact,4,6654,No
POL48432,2000,2631,100000,49,0,Front Collision,4,10053,Yes
POL93409,500,726,150000,66,7,Front Collision,3,14735,No
POL25057,2000,1651,50000,31,17,Rollover,5,15150,No
POL71391,1000,2778,100000,23,0,Side Impact,2,14148,No
POL18480,500,1785,50000,20,18,Rollover,4,15587,Yes
POL18976,500,2612,100000,28,21,Rollover,1,11471,No
POL30616,500,2748,100000,44,17,Rollover,5,16291,Yes
POL25912,500,2671,50000,44,20,Rear-End,5,17772,Yes
POL45937,1000,2851,100000,60,22,Rollover,2,6729,No
POL28348,500,1793,150000,42,2,Rear-End,1,19057,Yes
POL34477,2000,1378,50000,46,5,Rear-End,1,1981,No
POL70637,2000,1446,50000,39,20,Side Impact,5,19827,No
POL74881,1000,2654,150000,75,18,Front Collision,5,16420,No
POL34593,1000,921,150000,73,11,Front Collision,2,15289,No
POL68645,500,656,100000,72,6,Hit & Run,1,14408,No
POL57219,1000,2765,150000,42,16,Rollover,4,7352,No
POL36433,2000,548,100000,42,9,Rollover,1,16605,No
POL39846,2000,2221,50000,84,14,Hit & Run,1,18048,No
POL60692,500,1667,150000,54,22,Front Collision,5,16714,No
POL65224,500,798,50000,56,20,Rear-End,5,1951,No
POL64476,2000,1111,150000,66,11,Hit & Run,2,5968,No
POL45304,500,2223,50000,19,0,Rear-End,2,19821,Yes
POL45225,500,1883,100000,76,8,Rear-End,2,13691,No
POL99726,500,2734,100000,23,8,Rear-End,3,1782,No
POL88546,500,819,150000,31,10,Rollover,5,2203,No
POL75392,500,2476,150000,42,11,Hit & Run,2,3101,No
POL87884,1000,1689,150000,36,21,Rollover,4,2565,No
POL61384,2000,2216,50000,82,23,Front Collision,2,12456,No
POL53968,2000,2556,100000,69,19,Hit & Run,4,10816,Yes
POL87918,500,1196,150000,79,16,Front Collision,4,19552,No
POL54498,500,1076,150000,63,4,Rollover,2,14383,No
POL16978,1000,1363,150000,38,6,Rollover,2,1178,No
POL37785,1000,1308,100000,24,18,Side Impact,4,10413,No
POL56660,2000,1415,50000,41,3,Hit & Run,4,14662,Yes
POL61982,500,2025,50000,38,20,Rear-End,2,9220,No
POL30436,500,1506,150000,46,16,Side Impact,3,12286,No
POL70023,1000,2120,100000,60,15,Hit & Run,1,13509,No
POL80200,500,1649,150000,63,5,Front Collision,3,4020,No
POL74366,2000,2592,150000,76,1,Rollover,2,3842,No
POL23744,1000,2783,100000,21,22,Side Impact,5,8307,No
POL97431,500,1144,50000,23,3,Side Impact,5,9519,No
POL52869,500,1482,50000,39,21,Hit & Run,4,13461,No
POL41467,2000,1807,100000,37,12,Hit & Run,2,5148,No
POL16540,2000,649,100000,38,7,Rear-End,2,11652,No
POL87551,1000,1634,150000,40,5,Rollover,2,3439,No
POL32310,2000,2102,50000,85,17,Front Collision,2,12844,No
POL63900,2000,2585,100000,62,21,Side Impact,5,10122,No
POL29940,1000,645,100000,67,11,Rollover,2,18302,No
POL71721,500,2027,50000,79,12,Front Collision,2,17047,No
POL84925,500,2894,50000,22,11,Rear-End,4,2227,No
POL81152,500,706,150000,77,4,Hit & Run,3,4852,Yes
POL91805,500,2463,50000,35,17,Rear-End,5,14135,No
POL52413,500,2169,100000,45,0,Hit & Run,1,19505,Yes
POL45103,500,2461,50000,55,15,Side Impact,3,10069,No
POL40064,500,1328,50000,41,18,Side Impact,4,6694,No
POL22227,1000,941,100000,36,22,Rollover,1,16912,No
POL84664,1000,1656,150000,68,23,Front Collision,1,5085,No
POL95422,2000,1161,150000,83,2,Rear-End,4,5820,No
POL98266,2000,2461,150000,41,8,Rollover,1,15561,No
POL87952,1000,2722,50000,75,19,Side Impact,1,13615,No
POL42743,2000,1943,50000,20,18,Side Impact,2,2879,No
POL71860,1000,578,50000,35,15,Front Collision,1,10225,No
POL41992,500,2953,150000,19,4,Rollover,5,7171,Yes
POL71524,2000,2163,150000,48,20,Rollover,1,7523,No
POL45671,500,716,150000,75,14,Side Impact,5,4584,No
POL27245,500,2177,150000,76,9,Front Collision,1,3057,No
POL54685,1000,1601,150000,35,10,Front Collision,1,5614,No
POL85163,500,2948,50000,58,15,Rear-End,1,11801,No
POL28416,2000,1157,100000,25,20,Hit & Run,5,6615,No
POL77353,2000,609,50000,77,4,Front Collision,2,11537,No
POL93825,1000,939,150000,36,17,Rollover,4,6120,No
POL20204,1000,2250,100000,65,18,Side Impact,1,17113,No
POL30886,2000,1796,100000,42,12,Rear-End,2,8521,No
POL61268,2000,1533,100000,37,1,Rear-End,5,12586,No
POL57716,500,2962,50000,84,14,Rollover,1,7415,No
POL86008,500,2347,50000,22,3,Rollover,3,18607,Yes
POL95977,2000,2651,50000,47,0,Front Collision,5,4335,Yes
POL18401,2000,1700,150000,45,7,Rear-End,5,19930,No
POL14554,500,1643,150000,48,13,Front Collision,5,13253,No
POL68030,1000,1645,50000,30,10,Hit & Run,3,8005,No
POL50648,500,2519,50000,60,3,Rollover,5,7081,Yes
POL45742,1000,754,100000,84,13,Rollover,1,11695,No
POL65909,500,744,150000,41,5,Front Collision,1,15829,No
POL63209,1000,2221,50000,72,8,Side Impact,2,19430,No
POL52661,2000,1206,150000,68,5,Rear-End,5,16999,No
POL54473,1000,2459,150000,61,14,Rear-End,1,5457,No
POL24255,500,2659,50000,35,1,Rollover,4,2739,Yes
POL44868,500,886,100000,23,19,Rollover,2,12592,No
POL67347,500,2273,150000,35,13,Front Collision,5,19989,Yes
POL14409,1000,760,100000,84,7,Rear-End,5,19732,No
POL66623,2000,2365,100000,21,6,Rollover,1,1277,No
POL49232,2000,2829,50000,35,16,Side Impact,5,19259,No
POL47763,500,2256,100000,53,5,Rollover,1,4055,No
POL47947,1000,2903,50000,62,10,Hit & Run,1,8905,No
POL43625,1000,1348,50000,56,18,Hit & Run,3,14615,No
POL89474,2000,1190,150000,70,17,Hit & Run,3,17336,No
POL44505,2000,2782,100000,58,22,Rear-End,3,4383,No
POL19940,2000,1254,150000,24,19,Front Collision,2,11076,No
POL53413,2000,2542,100000,65,14,Rollover,5,4881,No
POL95932,500,2199,50000,85,5,Rollover,4,8386,No
POL48640,2000,2695,100000,53,23,Hit & Run,4,15052,Yes
POL91566,1000,1255,50000,37,5,Rear-End,3,19297,No
POL96826,2000,2428,50000,49,19,Side Impact,1,6769,No
POL89176,1000,1190,150000,75,4,Hit & Run,3,19410,Yes
POL85034,500,705,150000,59,11,Rear-End,5,4783,No
POL95484,1000,1451,150000,72,15,Rear-End,4,17815,Yes
POL96684,2000,2188,100000,60,0,Front Collision,5,5648,No
POL68775,2000,1972,50000,18,16,Rear-End,5,1261,No
POL24364,500,564,100000,62,13,Front Collision,3,6712,No
POL19227,2000,1171,100000,31,9,Hit & Run,2,1737,No
POL78164,500,527,100000,26,4,Hit & Run,5,3430,Yes
POL16884,500,2124,100000,34,14,Rollover,4,8866,Yes
POL23924,1000,2699,50000,70,5,Side Impact,2,4633,No
POL23356,500,2083,100000,46,5,Front Collision,1,7934,No
POL18102,1000,2068,100000,22,19,Front Collision,4,3757,No
POL70530,2000,2533,100000,56,6,Side Impact,1,4480,No
POL60112,1000,2814,50000,71,15,Rollover,3,7322,No
POL48982,1000,2884,150000,61,9,Hit & Run,2,9238,No
POL51598,1000,606,50000,65,7,Rollover,4,1762,No
POL82740,1000,1447,100000,78,10,Front Collision,5,1769,No
POL88536,500,1670,150000,20,9,Rollover,2,1886,No
POL41208,2000,2209,50000,20,22,Side Impact,4,18237,No
POL34546,500,2888,100000,28,2,Rollover,1,2487,No
POL98049,500,2421,150000,64,19,Front Collision,4,15212,No
POL59364,500,900,150000,65,6,Hit & Run,3,7924,No
POL57484,1000,1103,100000,74,17,Side Impact,4,4910,No
POL92355,500,565,100000,23,7,Front Collision,3,8910,No
POL58379,2000,1701,100000,19,7,Hit & Run,4,5409,No
POL25484,1000,788,150000,76,8,Front Collision,1,7368,No
POL64342,2000,2028,150000,33,9,Hit & Run,3,11885,No
POL27379,500,2152,150000,24,2,Side Impact,4,1119,No
POL64972,1000,2776,150000,35,22,Side Impact,4,7745,No
POL78621,2000,561,150000,43,4,Front Collision,1,11041,No
POL68401,1000,1888,50000,44,1,Rollover,5,6673,No
POL54948,1000,1817,50000,68,15,Rear-End,1,3152,No
POL38450,1000,2849,50000,55,1,Hit & Run,1,18012,Yes
POL40351,500,1419,150000,19,14,Hit & Run,2,17324,Yes
POL82898,2000,865,100000,23,5,Hit & Run,3,9735,No
POL39626,500,1179,150000,77,10,Rollover,1,9744,No
POL86694,500,2255,50000,68,11,Rollover,5,18014,No
POL12748,1000,1941,100000,44,2,Side Impact,3,18175,No
POL47726,2000,558,100000,54,0,Front Collision,5,6928,Yes
POL45513,2000,1366,50000,22,12,Side Impact,2,2231,No
POL41167,1000,2022,50000,52,9,Side Impact,5,6018,No
POL72165,500,2227,50000,36,4,Hit & Run,2,19210,Yes
POL79134,1000,1367,100000,32,11,Front Collision,2,7284,No
POL92916,2000,2551,150000,56,22,Hit & Run,5,2667,Yes
POL29134,1000,1356,150000,69,18,Hit & Run,5,13877,No
POL98896,1000,1608,150000,41,6,Hit & Run,3,16490,No
POL50853,500,2435,50000,38,5,Rear-End,3,9514,No
POL37874,2000,1704,100000,20,0,Side Impact,5,19074,Yes
POL94379,1000,1597,100000,34,17,Hit & Run,3,3066,No
POL74221,2000,1350,100000,43,11,Rear-End,3,11331,No
POL12172,2000,2177,150000,51,21,Rollover,1,9398,No
POL47519,500,2589,100000,54,6,Front Collision,4,12882,No
POL89943,2000,2530,100000,55,9,Hit & Run,3,13070,Yes
POL49285,2000,1006,50000,65,7,Side Impact,2,5638,No
POL99846,2000,1208,150000,80,20,Side Impact,5,15104,No
POL31050,1000,2017,150000,81,17,Side Impact,3,17516,No
POL30077,500,1607,150000,67,16,Hit & Run,2,17826,Yes
POL31171,2000,1666,100000,70,23,Rear-End,1,4899,No
POL17253,500,1371,50000,74,2,Hit & Run,4,2379,Yes
POL79581,1000,1251,50000,71,7,Rear-End,5,19288,No
POL47594,1000,1495,150000,25,1,Side Impact,5,10150,No
POL22841,500,2309,100000,27,20,Hit & Run,2,19493,Yes
POL61148,1000,850,150000,31,19,Rollover,1,19498,No
POL39576,500,1996,100000,56,22,Rear-End,1,10391,No
POL15762,500,895,150000,32,3,Rear-End,4,1555,No
POL10707,500,1782,100000,71,15,Rollover,4,16548,No
POL20687,2000,1888,100000,20,6,Side Impact,4,3940,No
POL97374,2000,619,150000,58,21,Rear-End,3,5197,No
POL77397,1000,1951,100000,64,7,Side Impact,1,2892,No
POL85807,500,1038,100000,80,5,Hit & Run,5,9912,No
POL88595,2000,2903,150000,59,17,Hit & Run,5,17098,Yes
POL19223,2000,1610,100000,40,8,Side Impact,1,15667,No
POL24158,1000,651,100000,34,5,Hit & Run,1,13007,No
POL34540,1000,1504,100000,34,16,Side Impact,1,15166,No
POL37690,500,2960,50000,21,0,Side Impact,2,5001,No
POL64885,1000,2628,100000,46,23,Rollover,2,8129,No
POL70800,500,820,100000,84,10,Side Impact,2,6311,No
POL37946,500,2470,100000,23,6,Hit & Run,5,18291,Yes
POL52561,1000,1976,50000,59,2,Hit & Run,5,3863,Yes
POL20217,1000,2627,150000,82,3,Hit & Run,3,12463,Yes
POL39473,500,1322,100000,71,22,Rollover,5,16216,No
POL70986,1000,1506,100000,85,0,Rear-End,3,2116,No
POL40126,1000,2396,50000,34,7,Rear-End,5,11247,No
POL41599,1000,767,50000,48,10,Hit & Run,3,11695,No
POL12460,2000,1107,100000,36,15,Side Impact,5,17895,No
POL14901,500,1299,150000,70,19,Front Collision,1,18546,Yes
POL74960,2000,897,50000,50,6,Hit & Run,4,17695,No
POL51873,500,2134,100000,19,3,Rollover,5,9623,No
POL51904,2000,977,150000,65,23,Hit & Run,1,17175,Yes
POL36539,2000,2077,100000,80,16,Rear-End,1,10107,No
POL30255,1000,2276,100000,80,0,Hit & Run,1,13833,Yes
POL84520,1000,1317,150000,18,4,Hit & Run,5,1813,Yes
POL34393,500,2576,100000,66,16,Side Impact,1,8892,No
POL97485,2000,1461,150000,31,13,Rollover,5,13173,No
POL75869,2000,1362,150000,52,6,Hit & Run,1,13422,No
POL27751,2000,1748,50000,84,14,Rear-End,2,15421,No
POL58929,2000,958,50000,23,15,Side Impact,1,11108,No
POL44336,2000,1982,100000,71,0,Rollover,2,4407,No
POL87918,2000,1363,100000,85,15,Side Impact,5,19857,No
POL60456,1000,2152,150000,59,9,Front Collision,1,16773,No
POL71987,500,2798,50000,49,6,Hit & Run,3,8932,Yes
POL32821,500,2051,150000,31,15,Rear-End,5,12601,No
POL85413,2000,1483,150000,29,5,Rollover,2,1851,No
POL98900,1000,2739,150000,73,0,Side Impact,2,2508,Yes
POL45757,1000,2198,50000,79,9,Rear-End,1,14176,No
POL43398,500,2511,150000,54,20,Rollover,2,15030,No
POL89412,2000,2849,100000,84,22,Hit & Run,3,2189,Yes
POL82955,500,600,150000,49,1,Side Impact,1,14713,No
POL78628,1000,2728,100000,53,17,Rear-End,4,9347,No
POL26805,500,1812,50000,28,11,Rear-End,2,13730,No
POL47792,2000,1006,150000,63,15,Hit & Run,4,7754,No
POL14401,2000,2306,150000,55,17,Side Impact,3,17661,No
POL51096,1000,1375,100000,50,19,Front Collision,4,9210,No
POL27300,1000,2813,100000,31,4,Rollover,4,6049,Yes
POL19046,1000,2272,50000,71,13,Side Impact,4,17451,No
POL82471,1000,746,100000,37,2,Front Collision,2,4933,No
POL84740,1000,2342,100000,35,22,Front Collision,3,11805,No
POL33301,1000,2362,50000,38,21,Hit & Run,3,4791,Yes
POL34264,500,633,150000,37,1,Rollover,3,14550,No
POL32971,500,628,50000,79,0,Hit & Run,4,13937,Yes
POL33392,2000,838,100000,63,1,Hit & Run,4,19414,Yes
POL37944,1000,2475,100000,50,3,Rear-End,2,13196,No
POL90025,2000,972,150000,82,17,Side Impact,5,5305,No
POL89524,1000,1264,50000,76,0,Hit & Run,2,14021,Yes
POL70067,1000,2107,150000,64,15,Front Collision,5,13487,No
POL63344,1000,2292,50000,36,10,Front Collision,4,2559,No
POL38234,1000,2002,150000,78,23,Rear-End,5,18341,No
POL39986,1000,2422,150000,80,16,Front Collision,4,15821,No
POL83089,500,969,100000,23,12,Hit & Run,1,11838,No
POL64349,2000,2806,100000,84,8,Rear-End,4,8428,No
POL89394,2000,1342,150000,32,3,Rear-End,1,3699,No
POL35917,1000,1468,150000,44,17,Front Collision,2,10238,No
POL55836,500,2089,150000,29,16,Rear-End,4,12040,No
POL57509,500,2652,150000,71,0,Front Collision,4,11695,Yes
POL78952,1000,2730,150000,63,14,Front Collision,3,12383,No
POL55613,2000,2923,100000,59,22,Rear-End,1,10843,No
POL35389,1000,1874,50000,81,22,Rollover,1,12918,No
POL59430,1000,1977,100000,81,4,Hit & Run,5,16696,Yes
POL56206,2000,2542,50000,51,15,Rollover,1,13907,No
POL32744,500,1244,150000,63,2,Rear-End,3,2265,No
POL52383,2000,1820,100000,20,6,Side Impact,2,13661,No
POL60872,500,2234,100000,69,13,Rollover,1,14500,No
POL17837,500,2494,50000,34,21,Side Impact,5,17590,No
POL51822,1000,2992,50000,52,15,Hit & Run,3,11136,Yes
POL60973,2000,2537,50000,29,19,Rear-End,3,14836,Yes
POL82321,2000,2492,50000,20,20,Rollover,5,5755,No
POL98763,500,567,50000,39,12,Rollover,3,19592,Yes
POL81269,2000,1193,50000,57,14,Rollover,3,16956,No
POL84885,2000,2199,150000,30,4,Side Impact,2,18881,No
POL73667,1000,1572,150000,79,23,Hit & Run,4,16785,Yes
POL76290,2000,1966,100000,74,15,Side Impact,3,17464,No
POL98610,500,1520,50000,26,22,Rollover,5,6792,No
POL13259,2000,2404,100000,34,1,Rollover,3,18847,No
POL48379,1000,2202,100000,61,0,Hit & Run,3,9512,Yes
POL96251,1000,1615,100000,58,21,Front Collision,1,1634,No
POL12280,2000,1204,150000,50,11,Side Impact,1,14834,No
POL33128,1000,938,50000,40,11,Side Impact,2,14959,No
POL50567,1000,2795,100000,67,21,Hit & Run,2,15779,No
POL74281,1000,1773,100000,26,22,Front Collision,2,6285,No
POL86445,2000,2453,100000,81,14,Rollover,4,18680,No
POL93871,2000,1311,100000,36,7,Rollover,3,17061,No
POL22838,500,2667,150000,47,9,Rear-End,4,12951,No
POL98883,2000,944,100000,35,1,Front Collision,5,1336,No
POL77658,2000,2888,50000,49,10,Rollover,5,6756,No
POL43421,2000,851,150000,63,5,Rollover,4,13469,No
POL64202,500,1609,150000,65,7,Side Impact,2,1751,No
POL55408,1000,927,100000,43,3,Rollover,2,9799,No
POL56331,2000,2249,150000,69,1,Rollover,4,6912,No
POL35431,500,853,50000,30,6,Rear-End,3,13930,No
POL81042,500,2142,50000,57,18,Rollover,5,1451,No
POL66212,2000,2879,50000,80,23,Rollover,2,9835,No
POL45718,1000,686,100000,39,8,Rollover,4,11378,No
POL82494,500,2131,150000,36,1,Hit & Run,5,9588,Yes
POL63063,1000,975,150000,32,11,Rollover,3,18871,No
POL66317,2000,2246,50000,32,22,Hit & Run,5,1598,No
POL72427,500,854,50000,49,15,Side Impact,3,17972,No
POL54361,1000,1018,150000,38,3,Rear-End,5,16502,No
POL47643,500,1390,50000,21,14,Rollover,1,13703,No
POL78227,500,1944,100000,33,22,Rear-End,2,9859,No
POL24110,1000,1893,100000,22,8,Rear-End,4,4354,No
POL27544,1000,1313,50000,32,7,Hit & Run,3,16477,No
POL35484,1000,2384,50000,48,21,Side Impact,1,8818,No
POL21486,500,582,150000,77,22,Rollover,1,2537,No
POL66380,1000,840,150000,85,19,Side Impact,3,15194,No
POL54951,500,507,150000,71,14,Rollover,2,11032,No
POL17917,500,542,100000,75,21,Hit & Run,1,19714,Yes
POL24157,1000,2234,100000,49,0,Side Impact,4,5095,No
POL19573,500,1999,100000,27,5,Side Impact,4,12911,No
POL66519,500,1400,150000,47,15,Hit & Run,3,15870,Yes
POL15893,2000,2731,150000,51,15,Rollover,4,12429,No
POL15540,2000,2413,50000,60,17,Rollover,5,2240,No
POL99714,1000,2794,50000,26,21,Side Impact,4,2527,No
POL39284,1000,2601,50000,74,20,Front Collision,3,15915,Yes
POL66311,500,1314,100000,64,9,Rollover,3,1633,No
POL90114,1000,954,50000,43,13,Rear-End,3,2856,No
POL21806,500,1721,50000,80,6,Rollover,5,6838,No
POL39331,500,2684,100000,49,0,Side Impact,5,12272,Yes
POL45136,2000,2121,100000,29,14,Hit & Run,1,7115,No
POL87105,1000,2751,50000,82,23,Rollover,1,7732,No
POL51867,500,939,50000,80,9,Rear-End,4,16976,No
POL58399,1000,2021,50000,78,20,Hit & Run,2,10240,No
POL71658,1000,1556,50000,64,15,Hit & Run,1,14942,No
POL19030,500,2450,50000,63,1,Hit & Run,2,3409,Yes
POL30373,2000,2617,150000,57,18,Front Collision,2,9031,No
POL62000,500,2122,100000,39,4,Rollover,2,4558,No
POL69255,1000,1088,50000,68,18,Rollover,2,7200,No
POL18171,500,2214,100000,81,6,Rollover,3,3603,No
POL44852,2000,2435,100000,48,14,Front Collision,2,3383,No
POL60741,1000,2832,50000,64,22,Rear-End,4,6216,No
POL47878,500,711,50000,62,12,Side Impact,4,16673,No
POL19488,2000,2428,100000,72,2,Hit & Run,1,3202,Yes
POL62996,500,1989,150000,55,2,Side Impact,4,11181,No
POL89636,500,529,100000,59,3,Rollover,5,16890,No
POL18257,500,2746,100000,64,11,Hit & Run,3,11518,Yes
POL57197,500,2575,100000,42,4,Rear-End,1,15461,Yes
POL63122,2000,514,50000,49,9,Rear-End,4,12499,No
POL33525,2000,2360,100000,76,1,Hit & Run,1,4059,Yes
POL28183,500,881,100000,78,17,Rear-End,3,11862,No
POL93157,500,752,150000,56,3,Side Impact,2,8385,Yes
POL83000,1000,1212,100000,38,18,Side Impact,4,7498,No
POL74581,1000,2592,100000,40,18,Rollover,4,4643,Yes
POL50337,1000,2801,50000,64,8,Front Collision,2,5839,No
POL40326,2000,2272,50000,77,2,Rollover,2,7978,No
POL70279,2000,560,50000,84,15,Front Collision,5,19559,No
POL18302,500,1075,50000,20,11,Side Impact,5,1881,No
POL44161,2000,1395,150000,69,23,Hit & Run,5,18995,No
POL28253,1000,922,150000,66,8,Rollover,1,3900,No
POL23521,2000,991,100000,45,16,Hit & Run,4,13486,No
POL45299,500,2418,100000,67,0,Rear-End,5,3497,No
POL15909,2000,981,150000,51,22,Rollover,1,13068,No
POL25457,1000,2811,150000,50,19,Front Collision,4,14528,No
POL39156,2000,2556,50000,82,23,Hit & Run,3,10041,Yes
POL35664,500,2842,100000,80,17,Rollover,4,8275,Yes
POL83434,2000,2814,100000,78,16,Rollover,5,15301,No
POL45213,2000,809,50000,81,14,Front Collision,3,14264,No
POL58768,500,2231,150000,23,7,Hit & Run,2,7437,No
