policy_number,policy_deductible,policy_annual_premium,umbrella_limit,insured_age,incident_hour_of_the_day,collision_type,number_of_vehicles,total_claim_amount,fraud_reported
POL52676,2000,1898,150000,60,8,Rear-End,3,6132,Yes
POL71443,1000,899,50000,58,2,Rear-End,5,1915,Yes
POL44243,2000,2299,100000,24,13,Rear-End,2,3254,No
POL57886,2000,2362,50000,48,13,Hit & Run,2,1870,Yes
POL66062,500,1253,150000,27,16,Rollover,3,17741,No
POL87539,2000,920,150000,58,13,Front Collision,2,17928,No
POL63939,2000,688,100000,65,11,Hit & Run,5,7024,No
POL54783,500,2253,50000,80,6,Rollover,5,16730,No
POL44298,2000,2371,150000,22,8,Hit & Run,2,4894,No
POL34151,2000,1592,100000,19,15,Side Impact,5,17165,Yes
POL95525,2000,1778,100000,54,10,Rollover,3,14156,No
POL65771,1000,2738,50000,62,6,Rollover,3,7156,No
POL64882,500,2147,50000,78,20,Rear-End,3,19962,No
POL51662,1000,1359,50000,43,13,Hit & Run,2,8472,Yes
POL36772,1000,758,100000,62,20,Rear-End,5,11057,No
POL47465,2000,1197,150000,77,21,Rear-End,5,17423,Yes
POL96123,500,2576,150000,48,18,Rear-End,2,12937,No
POL22101,1000,1339,150000,43,14,Rear-End,3,11780,Yes
POL51505,1000,2849,100000,34,12,Side Impact,1,17123,No
POL58151,500,2949,100000,84,1,Front Collision,5,3648,No
POL16496,1000,2115,150000,59,10,Hit & Run,2,15690,No
POL50991,1000,1997,50000,42,15,Side Impact,1,11776,No
POL57026,1000,2155,100000,47,20,Front Collision,1,19149,No
POL91463,2000,1890,50000,57,2,Front Collision,5,15606,No
POL54655,500,2766,50000,27,3,Rear-End,5,13470,No
POL55656,2000,754,50000,50,2,Front Collision,1,5647,Yes
POL80587,2000,671,150000,39,15,Side Impact,3,3568,No
POL74809,500,1413,50000,73,14,Rear-End,2,19200,No
POL29333,2000,1327,150000,30,6,Rear-End,3,10329,Yes
POL63162,2000,951,100000,70,11,Front Collision,1,4623,Yes
POL45291,500,866,50000,20,11,Front Collision,1,4298,No
POL24384,500,874,50000,82,19,Side Impact,3,1577,No
POL53342,500,2273,50000,63,3,Front Collision,4,14106,Yes
POL61659,2000,1976,100000,69,13,Rear-End,3,16650,Yes
POL47189,1000,2305,150000,82,18,Rear-End,1,15356,Yes
POL10365,500,2009,100000,24,1,Hit & Run,5,10810,Yes
POL54723,500,2196,50000,32,10,Rollover,1,9907,No
POL27954,500,1526,50000,65,12,Front Collision,1,8744,Yes
POL27576,1000,2187,150000,53,14,Rear-End,5,17448,No
POL36705,500,817,150000,82,7,Front Collision,5,9342,No
POL29430,500,2180,50000,79,1,Rear-End,5,7001,Yes
POL21173,2000,2662,150000,59,21,Rollover,3,4480,No
POL53853,500,1903,150000,58,15,Hit & Run,4,2680,Yes
POL42549,2000,919,150000,65,0,Hit & Run,5,14279,No
POL18808,2000,1015,100000,52,20,Rear-End,4,16503,No
POL13868,1000,1607,50000,79,5,Hit & Run,1,19349,Yes
POL15602,2000,1431,150000,20,4,Front Collision,2,3363,No
POL39314,2000,2870,150000,50,20,Rollover,5,5923,Yes
POL53120,1000,1920,50000,83,12,Rollover,3,4958,No
POL87918,500,2749,150000,44,17,Front Collision,5,2498,No
POL91737,500,1640,100000,83,0,Hit & Run,4,13621,Yes
POL78410,500,841,150000,61,23,Front Collision,2,19280,No
POL61763,1000,2829,50000,73,5,Rollover,3,16147,Yes
POL75091,1000,1537,150000,24,0,Side Impact,3,1151,Yes
POL35916,2000,1255,150000,65,16,Rollover,2,13481,No
POL90227,500,2817,50000,18,23,Side Impact,5,14077,No
POL98012,1000,2655,150000,49,4,Front Collision,5,19053,No
POL81976,2000,2776,50000,27,5,Rear-End,2,4936,Yes
POL11285,2000,2119,50000,21,19,Side Impact,3,14417,Yes
POL55890,500,2121,50000,27,21,Hit & Run,1,17973,Yes
POL11111,500,1995,100000,76,22,Front Collision,5,11408,Yes
POL32232,2000,539,50000,20,20,Front Collision,3,1911,No
POL70279,1000,776,50000,51,10,Side Impact,4,15361,No
POL13845,1000,1549,150000,32,8,Rear-End,1,10732,No
POL25285,500,2380,50000,23,10,Hit & Run,4,5234,Yes
POL75041,1000,1375,100000,84,14,Rollover,5,19244,No
POL97816,2000,2972,50000,27,21,Rear-End,5,11602,No
POL41060,2000,2735,100000,23,11,Front Collision,4,7327,No
POL49122,1000,1610,50000,39,4,Rollover,1,9284,No
POL29428,500,2327,100000,30,10,Front Collision,3,15302,Yes
POL71558,1000,2014,100000,47,2,Rear-End,4,14636,No
POL79941,500,1549,100000,31,15,Hit & Run,1,8162,Yes
POL86092,500,1783,50000,64,20,Front Collision,4,18440,Yes
POL47920,2000,970,50000,68,0,Side Impact,3,7848,No
POL49327,1000,2289,150000,78,20,Side Impact,2,14877,Yes
POL73136,2000,1065,50000,53,18,Rear-End,3,10107,No
POL75567,500,1081,50000,84,17,Hit & Run,4,13081,No
POL85936,1000,1208,50000,58,4,Side Impact,3,15172,Yes
POL89019,500,1919,50000,81,8,Rear-End,5,8846,No
POL66244,2000,1156,50000,26,17,Rollover,3,7011,Yes
POL67650,1000,839,100000,66,17,Rear-End,4,18636,No
POL70096,500,2044,100000,64,16,Front Collision,1,18537,Yes
POL74537,2000,2120,50000,74,16,Side Impact,3,10697,No
POL14807,1000,626,100000,51,10,Rollover,2,12279,Yes
POL44004,2000,2152,100000,31,13,Rear-End,2,3480,Yes
POL38243,2000,1722,100000,24,21,Side Impact,3,17508,No
POL12977,2000,1607,100000,58,1,Hit & Run,2,5780,No
POL16800,2000,2968,100000,58,9,Side Impact,3,18274,No
POL79677,1000,955,50000,56,7,Hit & Run,2,12172,Yes
POL16949,2000,566,50000,33,9,Rear-End,1,18265,No
POL93128,2000,1321,50000,26,9,Rollover,2,8210,Yes
POL61197,2000,2181,150000,21,16,Front Collision,1,19566,Yes
POL39495,500,1564,50000,31,12,Hit & Run,2,9264,No
POL17805,500,1157,50000,46,23,Side Impact,2,18534,No
POL72613,1000,2487,100000,58,14,Hit & Run,2,11766,Yes
POL35826,1000,2069,100000,38,4,Side Impact,5,9662,No
POL49922,1000,712,50000,55,2,Front Collision,2,2183,No
POL68932,500,2491,150000,77,6,Rear-End,2,5435,Yes
POL70155,2000,1831,150000,64,10,Rollover,4,5664,Yes
POL32722,1000,1572,100000,51,1,Rollover,1,5260,Yes
POL75509,500,1896,100000,45,15,Front Collision,4,13812,Yes
POL43199,2000,1929,50000,76,10,Side Impact,2,19534,No
POL54737,1000,1483,50000,74,2,Side Impact,5,14832,Yes
POL77631,2000,1326,150000,55,21,Hit & Run,1,16487,No
POL87870,2000,2878,150000,39,7,Rollover,2,14277,Yes
POL21652,1000,2878,150000,72,11,Side Impact,2,18474,Yes
POL31649,2000,1433,100000,61,12,Rollover,5,14131,No
POL19631,1000,542,50000,43,21,Side Impact,3,7924,No
POL89124,500,894,50000,70,7,Front Collision,4,4914,No
POL47108,500,2759,100000,74,14,Rear-End,3,19866,No
POL40979,1000,1074,150000,44,16,Rollover,3,14455,Yes
POL16918,1000,2594,100000,26,18,Side Impact,3,7587,Yes
POL80916,2000,2908,100000,43,8,Side Impact,4,10035,No
POL44790,500,1562,150000,76,10,Rollover,4,10064,No
POL22674,500,1460,150000,51,4,Front Collision,3,15111,No
POL58060,500,1155,100000,46,5,Rollover,5,15957,Yes
POL48246,1000,2459,100000,67,15,Front Collision,2,10032,No
POL60486,1000,620,150000,75,4,Rollover,4,14523,Yes
POL46585,2000,1833,150000,53,17,Front Collision,5,15579,Yes
POL75861,500,618,100000,71,10,Rear-End,2,10337,Yes
POL81638,500,1917,50000,19,13,Side Impact,1,6453,Yes
POL94318,500,1186,100000,74,7,Hit & Run,3,6762,No
POL20922,500,881,100000,39,8,Rollover,4,14518,No
POL51545,1000,1929,50000,43,9,Side Impact,5,3550,Yes
POL58774,500,1117,100000,66,14,Side Impact,3,7064,No
POL75973,1000,594,50000,31,23,Rear-End,4,16993,No
POL85071,2000,2528,100000,84,16,Front Collision,3,9403,No
POL45218,1000,1767,50000,72,13,Front Collision,3,8618,No
POL34456,500,1903,150000,35,3,Side Impact,2,8623,No
POL22509,500,2580,150000,32,6,Rear-End,1,19562,No
POL45062,1000,2478,50000,56,16,Hit & Run,4,5550,Yes
POL41051,1000,2487,100000,23,16,Rear-End,1,7444,No
POL61261,500,840,50000,77,12,Rollover,2,12816,Yes
POL73831,500,1486,50000,55,1,Front Collision,5,15055,Yes
POL59650,1000,2623,100000,23,17,Side Impact,3,6754,No
POL39230,500,1630,100000,69,4,Side Impact,3,15764,No
POL96472,2000,1446,50000,78,23,Rollover,4,6446,Yes
POL99136,1000,2871,100000,68,22,Rear-End,3,5208,No
POL20490,500,2763,50000,82,12,Hit & Run,1,18861,No
POL19820,2000,2993,100000,22,5,Rollover,3,18697,No
POL57707,500,2630,150000,31,2,Front Collision,3,8958,Yes
POL53657,2000,2530,50000,69,10,Rear-End,1,9377,No
POL55738,500,2968,100000,65,3,Rear-End,4,10065,No
POL17113,500,581,150000,62,9,Side Impact,2,8494,Yes
POL69912,2000,2871,150000,81,17,Side Impact,5,14294,No
POL68706,500,942,50000,82,17,Front Collision,1,9115,No
POL33877,2000,1780,100000,18,2,Hit & Run,3,5804,No
POL16369,500,1023,100000,45,17,Front Collision,1,6492,No
POL96006,2000,2246,150000,69,6,Rear-End,3,17031,No
POL60067,2000,939,50000,65,11,Side Impact,2,5453,No
POL61272,500,2997,100000,39,16,Rear-End,4,6126,No
POL66152,2000,2971,50000,31,16,Rollover,1,10378,Yes
POL20924,500,764,100000,74,14,Rear-End,2,10755,No
POL22858,500,2416,100000,76,2,Side Impact,1,2207,No
POL58125,2000,2260,150000,70,14,Rollover,4,10935,No
POL75129,500,611,150000,24,9,Rollover,2,5577,Yes
POL92664,1000,1838,50000,85,6,Side Impact,5,6365,Yes
POL86358,500,527,100000,54,23,Hit & Run,3,13056,Yes
POL91127,1000,2487,100000,82,11,Rear-End,2,3255,Yes
POL69978,500,884,100000,52,18,Rear-End,3,19126,No
POL23971,2000,2145,150000,78,16,Rear-End,4,2280,Yes
POL53327,1000,898,150000,49,21,Rear-End,2,3973,Yes
POL10596,500,1797,50000,75,18,Front Collision,2,2215,No
POL11430,500,1998,100000,18,2,Front Collision,4,5913,Yes
POL64943,500,634,50000,81,4,Side Impact,1,16995,Yes
POL38089,500,2659,100000,60,17,Rear-End,5,15829,No
POL22706,2000,1503,150000,85,20,Rollover,2,14793,No
POL82839,500,1795,100000,60,17,Hit & Run,3,15748,Yes
POL96667,2000,1960,50000,62,7,Rear-End,4,15257,No
POL29274,2000,1434,50000,43,15,Rollover,1,12824,No
POL89786,2000,1105,50000,46,15,Side Impact,4,12735,Yes
POL63879,500,520,50000,54,10,Rear-End,2,8169,Yes
POL18219,2000,2248,150000,59,10,Hit & Run,3,9263,Yes
POL59596,500,2630,50000,77,18,Side Impact,5,10317,Yes
POL14331,1000,505,100000,71,9,Rollover,3,13327,No
POL94037,2000,1797,50000,39,9,Front Collision,5,6665,Yes
POL51492,500,1866,100000,80,0,Side Impact,3,5907,No
POL73180,2000,2831,100000,41,19,Front Collision,1,12754,No
POL53945,2000,1009,150000,68,5,Side Impact,3,16030,Yes
POL58512,2000,1676,150000,28,11,Side Impact,1,16170,No
POL57507,500,2735,50000,79,6,Hit & Run,4,8227,Yes
POL79633,2000,2806,150000,47,5,Hit & Run,4,13647,Yes
POL78298,1000,860,50000,52,1,Side Impact,4,7891,No
POL96428,1000,2913,150000,61,6,Rollover,1,18752,Yes
POL20020,2000,1749,150000,62,23,Side Impact,2,15862,Yes
POL83178,1000,2627,50000,77,10,Front Collision,5,5868,No
POL67952,2000,2924,50000,47,12,Front Collision,1,1665,No
POL47662,2000,876,50000,71,1,Rear-End,4,16075,No
POL72692,500,1355,150000,61,3,Hit & Run,2,14070,Yes
POL57607,500,2757,100000,76,19,Hit & Run,1,8050,No
POL18942,1000,2126,150000,29,22,Hit & Run,5,9333,Yes
POL46852,2000,1914,100000,52,11,Rear-End,5,19255,Yes
POL11312,500,1707,100000,63,0,Hit & Run,5,4198,No
POL14131,1000,2008,50000,71,21,Front Collision,1,16046,Yes
POL22836,500,1196,100000,80,17,Hit & Run,4,8793,No
POL33151,1000,1320,100000,80,4,Hit & Run,4,6054,No
POL62058,2000,1117,100000,55,19,Side Impact,4,1120,No
POL62175,2000,890,100000,77,23,Rollover,1,13437,Yes
POL46787,1000,2444,50000,71,8,Rollover,1,5193,Yes
POL82437,500,2132,150000,77,5,Hit & Run,3,12429,No
POL41498,1000,638,100000,49,15,Front Collision,5,1837,Yes
POL93885,1000,2400,100000,30,19,Side Impact,3,4024,Yes
POL93644,2000,2358,50000,72,5,Front Collision,4,5989,Yes
POL87893,500,2604,100000,76,3,Rollover,1,19154,Yes
POL39094,2000,980,100000,33,18,Rear-End,1,15183,No
POL11289,500,936,50000,71,7,Front Collision,3,5216,Yes
POL28496,2000,1807,50000,19,14,Side Impact,5,10185,Yes
POL80334,500,2456,100000,72,11,Rear-End,5,14062,Yes
POL97361,2000,2633,50000,19,0,Hit & Run,1,6372,Yes
POL87107,500,778,100000,80,14,Hit & Run,5,14678,No
POL33739,1000,1357,50000,41,22,Rollover,2,15769,Yes
POL31381,1000,1645,100000,68,5,Side Impact,2,5302,No
POL37476,500,2675,50000,75,14,Hit & Run,1,3415,Yes
POL36563,2000,2598,150000,62,14,Hit & Run,1,18114,No
POL89271,500,2485,150000,69,16,Front Collision,4,1659,No
POL54227,500,2479,100000,79,20,Hit & Run,5,6138,No
POL81241,1000,2030,100000,27,12,Rear-End,4,4905,Yes
POL87089,500,699,50000,79,15,Front Collision,4,17389,Yes
POL90677,2000,2477,150000,35,15,Side Impact,4,5375,No
POL69467,500,2738,50000,71,6,Side Impact,5,12433,Yes
POL37726,500,2837,150000,29,4,Hit & Run,5,10386,No
POL41422,2000,2952,100000,27,13,Front Collision,3,9815,No
POL35170,500,1575,150000,25,14,Hit & Run,4,5974,No
POL22059,2000,918,50000,63,15,Side Impact,4,3073,No
POL50042,1000,1404,50000,23,10,Rollover,2,13974,No
POL26248,500,1342,50000,76,15,Front Collision,1,12754,Yes
POL55645,2000,2679,100000,33,9,Hit & Run,5,8715,No
POL16932,1000,1287,150000,48,9,Rear-End,4,18103,Yes
POL59102,500,1748,150000,32,11,Front Collision,5,1321,Yes
POL45889,500,1195,50000,25,10,Hit & Run,5,17930,No
POL87579,500,2544,150000,26,6,Rear-End,4,9447,No
POL63637,500,2378,150000,45,12,Side Impact,3,6513,No
POL96512,2000,1093,150000,69,9,Side Impact,5,8436,No
POL55596,2000,1663,100000,26,0,Hit & Run,3,5151,No
POL19879,1000,1179,150000,82,17,Hit & Run,3,16835,No
POL60806,2000,2826,100000,59,22,Side Impact,3,10306,Yes
POL64302,1000,2292,100000,22,6,Front Collision,1,19332,No
POL19413,500,1714,150000,28,1,Front Collision,1,16560,Yes
POL40708,1000,808,50000,33,22,Side Impact,4,3006,Yes
POL17676,1000,2933,150000,39,17,Side Impact,2,14452,No
POL67862,500,609,150000,56,23,Rollover,5,12271,No
POL89556,2000,1845,150000,40,17,Rear-End,5,11729,No
POL27113,2000,2020,100000,73,18,Front Collision,1,4157,No
POL73250,1000,1115,100000,27,11,Rollover,5,4430,Yes
POL71282,2000,819,100000,38,18,Hit & Run,5,8959,No
POL27926,1000,1401,150000,78,15,Hit & Run,1,15752,Yes
POL85323,500,2210,100000,77,1,Front Collision,4,5521,No
POL97323,1000,780,100000,67,5,Hit & Run,2,10601,No
POL38208,2000,2502,150000,62,2,Front Collision,1,3073,No
POL45007,2000,2698,50000,57,17,Front Collision,1,17448,No
POL29464,2000,2739,100000,68,23,Front Collision,1,13246,No
POL70567,2000,2305,100000,21,15,Front Collision,4,7376,No
POL22016,2000,2367,50000,49,2,Rear-End,5,18485,Yes
POL38191,500,2839,50000,51,23,Hit & Run,1,14165,Yes
POL57251,500,1785,150000,75,17,Rollover,4,19306,No
POL49266,2000,1924,150000,71,14,Rear-End,2,13118,Yes
POL94143,2000,2534,100000,79,12,Rollover,3,10631,Yes
POL45702,500,2419,100000,31,14,Rear-End,3,13590,Yes
POL92505,2000,2600,100000,64,8,Front Collision,2,12334,No
POL10573,2000,2363,50000,80,11,Rollover,5,4431,No
POL87305,1000,821,50000,39,9,Front Collision,3,11759,Yes
POL79037,1000,608,100000,80,5,Rear-End,3,18524,No
POL12046,1000,799,50000,81,1,Front Collision,2,4547,Yes
POL77303,500,2306,100000,44,14,Hit & Run,5,4714,Yes
POL14180,500,2572,150000,64,8,Side Impact,4,11190,Yes
POL53504,2000,1501,50000,36,22,Rollover,4,5938,No
POL32867,2000,2367,100000,69,21,Rear-End,5,12637,No
POL42279,500,1035,150000,35,2,Rear-End,4,1067,No
POL75800,500,612,50000,47,17,Hit & Run,3,1704,No
POL24875,2000,1234,50000,49,13,Rear-End,5,13121,Yes
POL50652,1000,1976,100000,59,21,Hit & Run,4,19996,Yes
POL33736,2000,831,150000,47,3,Side Impact,3,4829,Yes
POL90549,2000,1844,50000,75,12,Front Collision,1,18700,No
POL74459,500,1317,100000,32,17,Side Impact,4,4576,Yes
POL16756,2000,1222,50000,27,3,Hit & Run,1,5346,Yes
POL40876,1000,2917,100000,40,10,Front Collision,3,6445,Yes
POL87183,500,2306,150000,35,14,Hit & Run,1,16544,Yes
POL73969,500,1077,150000,73,16,Rollover,4,13735,No
POL31646,1000,2227,100000,67,7,Hit & Run,2,17351,Yes
POL92669,1000,1161,150000,50,0,Front Collision,3,13806,No
POL10296,500,1908,50000,81,13,Hit & Run,4,15661,No
POL30427,1000,2049,100000,29,2,Side Impact,1,11336,No
POL17587,1000,635,100000,57,6,Rollover,2,6798,No
POL45478,500,1830,150000,41,21,Front Collision,1,1065,Yes
POL18776,500,639,50000,40,20,Rear-End,3,1248,No
POL85965,500,2658,150000,66,17,Side Impact,1,6590,No
POL16631,500,1961,150000,49,13,Hit & Run,3,5304,No
POL94356,500,1762,100000,37,7,Front Collision,2,5107,Yes
POL81341,1000,1401,100000,80,15,Hit & Run,3,12180,No
POL31185,500,2678,50000,18,5,Front Collision,5,18466,No
POL76613,500,1116,100000,75,12,Rollover,3,16235,Yes
POL87256,500,2427,150000,80,12,Front Collision,1,8200,Yes
POL93391,2000,647,150000,71,8,Rollover,2,5628,No
POL56851,500,746,150000,21,8,Hit & Run,2,3085,No
POL41020,2000,1398,50000,67,20,Hit & Run,4,6708,Yes
POL10830,2000,2824,150000,69,22,Rear-End,2,9417,Yes
POL22321,2000,813,50000,60,13,Hit & Run,4,6681,No
POL91042,500,643,100000,31,11,Rear-End,4,10847,Yes
POL17757,2000,1826,150000,63,4,Rollover,4,8633,No
POL43162,2000,2070,50000,41,5,Front Collision,1,3753,No
POL66992,500,1164,100000,54,10,Rear-End,2,12136,Yes
POL54426,2000,1718,50000,51,1,Front Collision,4,18258,Yes
POL53626,500,863,100000,56,12,Hit & Run,1,10146,No
POL27991,2000,2774,50000,23,18,Side Impact,3,1900,No
POL55913,1000,1238,50000,18,14,Rollover,2,5728,Yes
POL34067,500,1171,100000,67,9,Side Impact,3,16721,Yes
POL55613,1000,2015,100000,26,8,Side Impact,4,13859,Yes
POL77279,500,1909,150000,38,21,Rollover,5,16670,Yes
POL39580,2000,2668,50000,56,5,Side Impact,2,7270,No
POL65992,1000,685,100000,26,23,Side Impact,4,9080,Yes
POL12617,2000,565,150000,74,4,Hit & Run,1,17179,No
POL20047,500,711,50000,24,11,Hit & Run,2,14387,No
POL36307,1000,566,100000,43,12,Side Impact,3,10466,No
POL97605,2000,1967,50000,18,23,Rear-End,2,18586,No
POL42232,2000,2079,150000,59,22,Front Collision,1,4582,Yes
POL91061,2000,2038,150000,18,2,Front Collision,1,5016,Yes
POL76494,1000,2608,50000,73,16,Rollover,4,12756,No
POL75333,1000,662,50000,49,13,Hit & Run,4,3994,No
POL87431,2000,2704,150000,43,22,Rear-End,1,15639,No
POL88606,2000,849,150000,55,5,Front Collision,4,19018,Yes
POL28795,2000,831,100000,43,12,Rollover,2,4778,No
POL73000,2000,1298,100000,41,13,Side Impact,4,7868,Yes
POL93115,2000,1113,150000,63,5,Rear-End,2,11483,Yes
POL70732,1000,923,50000,62,11,Side Impact,2,13447,Yes
POL81374,2000,1646,100000,72,17,Side Impact,2,8290,No
POL86350,1000,2242,150000,49,1,Front Collision,2,12358,Yes
POL60730,2000,1283,50000,20,1,Side Impact,5,14111,Yes
POL20072,500,1527,150000,81,18,Side Impact,1,15351,Yes
POL79290,2000,1533,150000,41,9,Hit & Run,2,12970,No
POL40511,1000,1648,100000,66,14,Rear-End,5,19846,No
POL48467,1000,2875,150000,23,15,Hit & Run,4,17484,Yes
POL70213,2000,1741,100000,26,19,Front Collision,4,12879,Yes
POL20517,500,2904,150000,22,19,Rear-End,4,17557,No
POL54241,2000,2545,150000,37,2,Side Impact,2,7127,Yes
POL66898,2000,710,100000,45,13,Front Collision,4,5628,Yes
POL67416,1000,751,150000,80,7,Front Collision,2,18224,No
POL52809,500,1782,150000,68,13,Side Impact,2,16297,Yes
POL34586,2000,510,150000,49,6,Hit & Run,5,2267,No
POL25445,2000,2562,100000,85,22,Side Impact,2,1811,Yes
POL23490,2000,1542,100000,45,7,Side Impact,4,14825,Yes
POL55749,500,808,150000,26,13,Rear-End,1,16716,Yes
POL77465,1000,2119,100000,21,21,Front Collision,2,8456,Yes
POL94107,1000,1238,50000,60,2,Rollover,4,19114,Yes
POL55549,2000,1131,50000,21,1,Hit & Run,3,13957,No
POL11812,500,764,100000,76,11,Hit & Run,1,17302,No
POL33996,500,1177,100000,22,3,Side Impact,5,15939,Yes
POL39629,1000,610,150000,43,4,Front Collision,1,6906,Yes
POL18119,1000,2431,50000,50,9,Side Impact,1,1411,Yes
POL44055,500,1969,150000,56,3,Front Collision,3,12349,Yes
POL40065,2000,701,100000,35,6,Hit & Run,4,8990,Yes
POL19254,1000,927,50000,63,21,Side Impact,5,3169,Yes
POL32145,2000,1921,50000,50,23,Rear-End,5,7755,No
POL46696,2000,665,100000,23,5,Rollover,1,12921,Yes
POL50230,1000,2575,50000,75,12,Hit & Run,2,13545,No
POL81935,2000,1014,100000,36,7,Rollover,3,4407,Yes
POL31781,1000,1314,50000,23,14,Side Impact,1,11236,Yes
POL58657,1000,1379,100000,64,14,Side Impact,4,7465,No
POL46281,1000,2205,100000,25,16,Rollover,2,8460,No
POL71805,2000,882,150000,78,13,Side Impact,5,3779,No
POL47134,500,700,150000,33,10,Hit & Run,2,19517,No
POL46010,1000,1935,100000,77,20,Rear-End,3,16784,Yes
POL82687,2000,2597,100000,18,1,Side Impact,1,1817,Yes
POL84688,1000,2886,50000,36,3,Rear-End,2,1467,No
POL50377,1000,2210,100000,62,9,Rear-End,1,13851,Yes
POL87957,1000,2264,50000,44,11,Rear-End,1,18070,No
POL95979,1000,2615,150000,34,19,Side Impact,2,13183,No
POL63730,1000,2410,100000,39,0,Front Collision,5,14835,No
POL88246,500,806,150000,57,15,Rollover,3,5293,Yes
POL85343,500,849,100000,77,16,Front Collision,3,8607,Yes
POL52823,500,554,100000,72,5,Side Impact,3,12726,No
POL63030,2000,1010,100000,32,9,Hit & Run,5,11867,Yes
POL67710,2000,2099,100000,49,23,Side Impact,1,19042,Yes
POL85972,2000,2020,50000,23,7,Side Impact,5,16369,Yes
POL54079,500,1431,100000,42,11,Front Collision,5,4758,Yes
POL94727,2000,1155,50000,43,21,Side Impact,5,2685,Yes
POL39735,1000,2203,150000,27,18,Front Collision,5,3731,No
POL95678,2000,2547,100000,74,9,Front Collision,3,9045,No
POL11039,1000,1129,100000,85,13,Rear-End,2,18265,No
POL65789,500,1681,100000,44,20,Rear-End,3,4361,No
POL47086,500,1241,150000,29,19,Front Collision,3,9519,No
POL29641,1000,1073,100000,56,6,Side Impact,2,14516,Yes
POL45423,1000,2214,50000,46,13,Side Impact,3,19185,Yes
POL54397,500,1293,50000,81,16,Hit & Run,1,1212,No
POL73845,500,914,50000,42,15,Rollover,4,16075,Yes
POL67349,500,504,50000,52,6,Side Impact,1,17905,No
POL35654,500,2779,50000,24,9,Rollover,5,4844,Yes
POL72685,500,1866,150000,85,2,Front Collision,4,18202,No
POL19784,500,1795,50000,36,23,Hit & Run,3,12519,No
POL86318,1000,1629,150000,74,1,Side Impact,3,14514,Yes
POL54969,1000,645,100000,55,17,Hit & Run,2,9539,Yes
POL47169,500,940,150000,58,22,Side Impact,5,10168,Yes
POL60044,2000,1421,100000,64,11,Rollover,1,5270,Yes
POL50654,2000,2099,50000,49,22,Side Impact,1,6601,Yes
POL19634,500,2260,50000,36,1,Front Collision,2,6005,Yes
POL26169,500,1291,50000,49,13,Front Collision,5,15038,Yes
POL33579,2000,920,100000,71,19,Rear-End,5,1286,No
POL55229,500,758,100000,50,15,Rollover,4,12333,No
POL79151,500,2210,100000,67,4,Rear-End,1,4283,No
POL78965,1000,937,100000,68,17,Rollover,5,18547,Yes
POL28925,1000,1312,50000,33,3,Rollover,4,5479,Yes
POL66990,2000,1550,50000,72,14,Front Collision,3,10519,Yes
POL50926,1000,645,100000,50,21,Hit & Run,1,8787,Yes
POL54979,1000,910,50000,78,17,Hit & Run,4,9675,No
POL76236,2000,654,50000,29,7,Front Collision,5,12001,Yes
POL49867,1000,1726,50000,62,22,Side Impact,2,7584,No
POL32361,500,2467,50000,82,10,Hit & Run,5,13353,No
POL65847,1000,2117,150000,39,13,Side Impact,5,3501,Yes
POL34895,2000,1850,50000,73,9,Side Impact,1,10987,Yes
POL31283,500,1697,100000,32,6,Rear-End,2,7035,No
POL99556,500,2448,150000,36,16,Rear-End,3,8615,No
POL54005,2000,2709,150000,80,21,Front Collision,3,18319,No
POL94249,500,1262,150000,42,6,Rear-End,3,11631,Yes
POL89075,2000,1632,150000,85,12,Rear-End,5,9787,No
POL12228,500,2775,100000,19,0,Front Collision,2,19205,No
POL85527,1000,1542,100000,27,8,Side Impact,2,13754,No
POL48682,500,996,50000,82,22,Side Impact,1,7577,No
POL28569,1000,1307,50000,43,2,Rollover,2,6049,No
POL57531,500,2547,100000,22,2,Rollover,3,16097,Yes
POL62533,2000,2338,50000,67,3,Rollover,4,4963,Yes
POL17029,2000,896,150000,48,5,Hit & Run,4,3550,Yes
POL32653,500,1980,100000,62,15,Rear-End,2,5091,Yes
POL97735,2000,2584,150000,28,9,Front Collision,3,10210,Yes
POL42007,1000,2998,50000,72,13,Rollover,1,19035,No
POL35053,2000,1050,150000,82,21,Hit & Run,2,10277,No
POL39666,500,2612,50000,22,14,Front Collision,2,11062,No
POL63863,2000,2825,150000,74,10,Front Collision,3,3773,Yes
POL97033,1000,654,150000,66,17,Hit & Run,3,18184,No
POL92022,2000,2288,50000,20,9,Front Collision,3,2678,No
POL64833,500,628,50000,42,3,Side Impact,3,6975,No
POL34938,500,1414,100000,78,3,Rollover,5,12023,No
POL39836,1000,2007,50000,53,8,Side Impact,3,15547,No
POL96952,500,1637,100000,76,0,Rollover,2,12282,Yes
POL76237,2000,2979,100000,63,10,Rollover,5,3485,No
POL56447,2000,1021,100000,59,22,Rollover,1,5557,No
POL30785,2000,2753,150000,18,1,Hit & Run,4,19144,No
POL48108,1000,2943,50000,82,4,Hit & Run,5,4800,No
POL31978,2000,1494,50000,79,12,Front Collision,5,15531,No
POL77051,500,759,100000,25,9,Front Collision,5,14303,No
POL49544,1000,1968,150000,45,20,Side Impact,5,6936,No
POL35751,500,658,50000,61,8,Front Collision,4,18891,No
POL52328,500,1399,100000,65,15,Rollover,3,18023,No
POL21495,2000,880,150000,35,7,Front Collision,5,13943,No
POL21873,500,748,100000,57,12,Rear-End,3,16082,No
POL42450,500,2745,150000,39,9,Rear-End,1,4686,Yes
